bucket	static	name	file	line
engine	false	effect_handler_IDENTIFY	reference/src/effect-handler-general.c	1945
engine	false	effect_handler_CREATE_STAIRS	reference/src/effect-handler-general.c	1975
engine	false	effect_handler_DISENCHANT	reference/src/effect-handler-general.c	2003
engine	false	effect_handler_ENCHANT	reference/src/effect-handler-general.c	2095
engine	false	effect_handler_RECHARGE	reference/src/effect-handler-general.c	2127
engine	false	effect_handler_ACQUIRE	reference/src/effect-handler-general.c	2194
engine	false	effect_handler_WAKE	reference/src/effect-handler-general.c	2205
engine	false	effect_handler_BANISH	reference/src/effect-handler-general.c	2337
engine	false	effect_handler_MASS_BANISH	reference/src/effect-handler-general.c	2401
engine	false	effect_handler_PROBE	reference/src/effect-handler-general.c	2451
engine	false	effect_handler_TELEPORT	reference/src/effect-handler-general.c	2507
engine	false	effect_handler_TELEPORT_TO	reference/src/effect-handler-general.c	2703
engine	false	effect_handler_TELEPORT_LEVEL	reference/src/effect-handler-general.c	2834
engine	false	effect_handler_RUBBLE	reference/src/effect-handler-general.c	2939
engine	false	effect_handler_GRANITE	reference/src/effect-handler-general.c	2991
engine	false	effect_handler_LIGHT_LEVEL	reference/src/effect-handler-general.c	3003
engine	false	effect_handler_DARKEN_LEVEL	reference/src/effect-handler-general.c	3013
engine	false	effect_handler_LIGHT_AREA	reference/src/effect-handler-general.c	3026
engine	false	effect_handler_DARKEN_AREA	reference/src/effect-handler-general.c	3044
engine	false	effect_handler_CURSE_ARMOR	reference/src/effect-handler-general.c	3103
engine	false	effect_handler_CURSE_WEAPON	reference/src/effect-handler-general.c	3167
engine	false	effect_handler_BRAND_WEAPON	reference/src/effect-handler-general.c	3233
engine	false	effect_handler_BRAND_AMMO	reference/src/effect-handler-general.c	3251
engine	false	effect_handler_BRAND_BOLTS	reference/src/effect-handler-general.c	3284
engine	false	effect_handler_CREATE_ARROWS	reference/src/effect-handler-general.c	3315
engine	false	effect_handler_TAP_DEVICE	reference/src/effect-handler-general.c	3370
engine	false	effect_handler_SHAPECHANGE	reference/src/effect-handler-general.c	3449
engine	false	effect_handler_COMMAND	reference/src/effect-handler-general.c	3479
engine	false	effect_handler_BIZARRE	reference/src/effect-handler-general.c	3516
engine	false	effect_handler_SELECT	reference/src/effect-handler-general.c	3601
engine	false	effect_handler_SET_VALUE	reference/src/effect-handler-general.c	3613
engine	false	effect_handler_CLEAR_VALUE	reference/src/effect-handler-general.c	3623
engine	false	effect_handler_SCRAMBLE_STATS	reference/src/effect-handler-general.c	3634
engine	false	effect_handler_UNSCRAMBLE_STATS	reference/src/effect-handler-general.c	3646
engine	false	free_effect	reference/src/effects.c	68
engine	false	event_signal_flag	reference/src/game-event.c	145
engine	false	event_signal_point	reference/src/game-event.c	154
engine	false	event_signal_string	reference/src/game-event.c	164
engine	false	event_signal_message	reference/src/game-event.c	172
engine	false	event_signal_birthpoints	reference/src/game-event.c	192
engine	false	event_signal_blast	reference/src/game-event.c	204
engine	false	event_signal_bolt	reference/src/game-event.c	225
engine	false	event_signal_missile	reference/src/game-event.c	248
engine	false	event_signal_size	reference/src/game-event.c	263
engine	false	event_signal_tunnel	reference/src/game-event.c	272
engine	false	get_point	reference/src/game-input.c	156
engine	false	get_spell_from_book	reference/src/game-input.c	168
engine	false	get_spell	reference/src/game-input.c	199
engine	false	map_is_visible	reference/src/game-input.c	322
engine	false	view_ability_menu	reference/src/game-input.c	334
engine	false	level_by_name	reference/src/game-world.c	95
engine	false	chunk_list_add	reference/src/gen-chunk.c	69
engine	false	chunk_find	reference/src/gen-chunk.c	130
engine	false	build_template	reference/src/gen-room.c	2972
engine	false	build_interesting	reference/src/gen-room.c	2988
engine	false	build_lesser_vault	reference/src/gen-room.c	3001
engine	false	build_lesser_new_vault	reference/src/gen-room.c	3014
engine	false	build_medium_vault	reference/src/gen-room.c	3027
engine	false	build_medium_new_vault	reference/src/gen-room.c	3040
engine	false	build_greater_vault	reference/src/gen-room.c	3112
engine	false	build_greater_new_vault	reference/src/gen-room.c	3125
engine	false	cave_find_reset	reference/src/gen-util.c	187
engine	false	dump_level_simple	reference/src/gen-util.c	951
engine	false	dump_level	reference/src/gen-util.c	987
engine	false	dump_level_header	reference/src/gen-util.c	1038
engine	false	dump_level_body	reference/src/gen-util.c	1069
engine	false	dump_level_footer	reference/src/gen-util.c	1138
engine	false	init_parse_vault	reference/src/generate.c	595
engine	false	get_room_builder_count	reference/src/generate.c	1561
engine	false	get_room_builder_index_from_name	reference/src/generate.c	1570
engine	false	get_room_builder_name_from_index	reference/src/generate.c	1590
engine	false	get_level_profile_index_from_name	reference/src/generate.c	1600
engine	false	get_level_profile_name_from_index	reference/src/generate.c	1612
engine	false	init_graphics_modes	reference/src/grafmode.c	175
engine	false	close_graphics_modes	reference/src/grafmode.c	216
engine	false	guid_eq	reference/src/guid.c	22
engine	false	rd_options	reference/src/load.c	424
engine	false	rd_object_memory	reference/src/load.c	548
engine	false	rd_quests	reference/src/load.c	623
engine	false	rd_player	reference/src/load.c	651
engine	false	rd_ignore	reference/src/load.c	846
engine	false	rd_misc	reference/src/load.c	951
engine	false	rd_artifacts	reference/src/load.c	1036
engine	false	rd_player_hp	reference/src/load.c	1066
engine	false	rd_player_spells	reference/src/load.c	1089
engine	false	rd_gear	reference/src/load.c	1167
engine	false	rd_dungeon	reference/src/load.c	1508
engine	false	rd_objects	reference/src/load.c	1562
engine	false	rd_monsters	reference/src/load.c	1575
engine	false	rd_chunks	reference/src/load.c	1623
engine	false	rd_history	reference/src/load.c	1715
engine	false	rd_null	reference/src/load.c	1766
engine	false	VblankHandler	reference/src/main-nds-arm7.c	35
engine	false	powerButtonCB	reference/src/main-nds-arm7.c	44
engine	false	init_spoil	reference/src/main-spoil.c	169
frontend	false	init_sound_win	reference/src/main-win.c	1354
frontend	false	Term_mbstowcs_win	reference/src/main-win.c	2364
frontend	false	Term_wcsz_win	reference/src/main-win.c	2401
frontend	false	Term_wctomb_win	reference/src/main-win.c	2418
frontend	false	Term_iswprint_win	reference/src/main-win.c	2439
frontend	false	AngbandSaverProc	reference/src/main-win.c	4952
frontend	false	WinMain	reference/src/main-win.c	5298
engine	false	init_xxx	reference/src/main-xxx.c	619
engine	false	messages_init	reference/src/message.c	72
engine	false	messages_free	reference/src/message.c	81
engine	false	message_lookup_by_sound_name	reference/src/message.c	325
engine	false	message_sound_name	reference/src/message.c	349
engine	false	blow_index	reference/src/mon-blows.c	174
engine	false	melee_handler_for_blow_effect	reference/src/mon-blows.c	1191
engine	false	monster_group_free	reference/src/mon-group.c	39
engine	false	monster_list_free	reference/src/mon-list.c	53
engine	false	monster_list_init	reference/src/mon-list.c	75
engine	false	monster_list_finalize	reference/src/mon-list.c	83
engine	false	monster_list_shared_instance	reference/src/mon-list.c	91
engine	false	lore_save	reference/src/mon-lore.c	1904
engine	false	message_pain_show_damage	reference/src/mon-msg.c	132
engine	false	add_monster_message_show_damage	reference/src/mon-msg.c	288
engine	false	show_monster_messages	reference/src/mon-msg.c	511
engine	false	lookup_monster_base	reference/src/mon-util.c	146
engine	false	match_monster_bases	reference/src/mon-util.c	166
engine	false	init_parse_chest_trap	reference/src/obj-chest.c	242
engine	false	object_base_name	reference/src/obj-desc.c	31
engine	false	slot_type_is	reference/src/obj-gear.c	103
engine	false	object_slot	reference/src/obj-gear.c	137
engine	false	equip_describe	reference/src/obj-gear.c	320
engine	false	pack_is_full	reference/src/obj-gear.c	1328
engine	false	pack_is_overfull	reference/src/obj-gear.c	1337
engine	false	ignore_birth_init	reference/src/obj-ignore.c	143
engine	false	rune_autoinscribe	reference/src/obj-ignore.c	193
engine	false	autoinscribe_ground	reference/src/obj-ignore.c	340
engine	false	autoinscribe_pack	reference/src/obj-ignore.c	352
engine	false	rune_name	reference/src/obj-knowledge.c	325
engine	false	rune_set_note	reference/src/obj-knowledge.c	414
engine	false	object_element_is_known	reference/src/obj-knowledge.c	795
engine	false	player_learn_flag	reference/src/obj-knowledge.c	1379
engine	false	object_list_free	reference/src/obj-list.c	56
engine	false	object_list_init	reference/src/obj-list.c	77
engine	false	object_list_finalize	reference/src/obj-list.c	85
engine	false	object_list_shared_instance	reference/src/obj-list.c	93
engine	false	pile_last_item	reference/src/obj-pile.c	248
engine	false	pile_contains	reference/src/obj-pile.c	268
engine	false	object_free	reference/src/obj-pile.c	294
engine	false	object_pile_free	reference/src/obj-pile.c	366
engine	false	scan_distant_floor	reference/src/obj-pile.c	1334
engine	false	scan_items	reference/src/obj-pile.c	1376
engine	false	item_is_available	reference/src/obj-pile.c	1426
engine	false	brand_count	reference/src/obj-slays.c	223
engine	false	slay_count	reference/src/obj-slays.c	244
engine	false	tval_is_mushroom_k	reference/src/obj-tval.c	64
engine	false	tval_is_money_k	reference/src/obj-tval.c	99
engine	false	tval_is_bolt	reference/src/obj-tval.c	165
engine	false	tval_is_book_k	reference/src/obj-tval.c	339
engine	false	tval_sval_count	reference/src/obj-tval.c	429
engine	false	tval_sval_list	reference/src/obj-tval.c	451
engine	false	object_test	reference/src/obj-util.c	386
engine	false	lookup_artifact_name	reference/src/obj-util.c	520
engine	false	lookup_ego_item	reference/src/obj-util.c	549
engine	false	object_short_name	reference/src/obj-util.c	607
engine	false	obj_is_activatable	reference/src/obj-util.c	721
engine	false	obj_can_cast_from	reference/src/obj-util.c	780
engine	false	obj_can_study	reference/src/obj-util.c	786
engine	false	obj_can_wear	reference/src/obj-util.c	810
engine	false	obj_is_throwing	reference/src/obj-util.c	824
engine	false	obj_is_known_artifact	reference/src/obj-util.c	832
engine	false	obj_has_flag	reference/src/obj-util.c	846
engine	false	obj_is_useable	reference/src/obj-util.c	867
engine	false	option_type_name	reference/src/option.c	84
engine	false	option_desc	reference/src/option.c	129
engine	false	option_type	reference/src/option.c	138
engine	false	options_save_custom	reference/src/option.c	213
engine	false	options_restore_custom	reference/src/option.c	267
engine	false	clean_options	reference/src/option.c	359
engine	false	parser_new	reference/src/parser.c	99
engine	false	parser_priv	reference/src/parser.c	364
engine	false	parser_setpriv	reference/src/parser.c	373
engine	false	parser_destroy	reference/src/parser.c	412
engine	false	parser_hasval	reference/src/parser.c	535
engine	false	parser_getsym	reference/src/parser.c	558
engine	false	parser_getint	reference/src/parser.c	567
engine	false	parser_getuint	reference/src/parser.c	576
engine	false	parser_getstr	reference/src/parser.c	585
engine	false	parser_getchar	reference/src/parser.c	603
engine	false	parser_getstate	reference/src/parser.c	613
engine	false	parser_setstate	reference/src/parser.c	624
engine	false	get_parser_error_limit	reference/src/parser.c	637
engine	false	player_make_simple	reference/src/player-birth.c	522
engine	false	do_cmd_birth_reset	reference/src/player-birth.c	1086
engine	false	do_cmd_choose_class	reference/src/player-birth.c	1105
engine	false	do_cmd_buy_stat	reference/src/player-birth.c	1116
engine	false	do_cmd_sell_stat	reference/src/player-birth.c	1127
engine	false	do_cmd_reset_stats	reference/src/player-birth.c	1138
engine	false	do_cmd_refresh_stats	reference/src/player-birth.c	1152
engine	false	do_cmd_choose_name	reference/src/player-birth.c	1210
engine	false	track_object	reference/src/player-calcs.c	2491
engine	false	track_object_kind	reference/src/player-calcs.c	2501
engine	false	track_object_cancel	reference/src/player-calcs.c	2511
engine	false	tracked_object_is	reference/src/player-calcs.c	2521
engine	false	redraw_stuff	reference/src/player-calcs.c	2678
engine	false	release_pfdistances	reference/src/player-path.c	595
engine	false	init_parse_quest	reference/src/player-quest.c	76
engine	false	player_spells_free	reference/src/player-spell.c	158
engine	false	spell_okay_list	reference/src/player-spell.c	320
engine	false	player_get_recall_depth	reference/src/player-util.c	100
engine	false	lookup_player_shape	reference/src/player-util.c	971
engine	false	player_shape_by_idx	reference/src/player-util.c	1000
engine	false	player_can_read	reference/src/player-util.c	1166
engine	false	player_can_fire	reference/src/player-util.c	1206
engine	false	player_can_refuel	reference/src/player-util.c	1227
engine	false	player_can_cast_prereq	reference/src/player-util.c	1246
engine	false	player_can_study_prereq	reference/src/player-util.c	1255
engine	false	player_can_read_prereq	reference/src/player-util.c	1264
engine	false	player_can_fire_prereq	reference/src/player-util.c	1278
engine	false	player_can_refuel_prereq	reference/src/player-util.c	1287
engine	false	player_get_resting_repeat_count	reference/src/player-util.c	1530
engine	false	player_set_resting_repeat_count	reference/src/player-util.c	1541
engine	false	player_has_monster_in_view	reference/src/player-util.c	1721
engine	false	stat_idx_to_name	reference/src/player.c	122
engine	false	player_restore_mana	reference/src/player.c	351
engine	false	player_random_name	reference/src/player.c	375
engine	false	player_cleanup_members	reference/src/player.c	430
engine	false	proj_idx_to_name	reference/src/project.c	71
engine	false	save_charoutput	reference/src/save-charoutput.c	25
engine	false	wr_description	reference/src/save.c	49
engine	false	wr_options	reference/src/save.c	314
engine	false	wr_monster_memory	reference/src/save.c	356
engine	false	wr_object_memory	reference/src/save.c	377
engine	false	wr_quests	reference/src/save.c	405
engine	false	wr_ignore	reference/src/save.c	514
engine	false	wr_misc	reference/src/save.c	610
engine	false	wr_artifacts	reference/src/save.c	674
engine	false	wr_player_hp	reference/src/save.c	692
engine	false	wr_player_spells	reference/src/save.c	702
engine	false	wr_gear	reference/src/save.c	737
engine	false	wr_dungeon	reference/src/save.c	959
engine	false	wr_objects	reference/src/save.c	980
engine	false	wr_monsters	reference/src/save.c	986
engine	false	wr_traps	reference/src/save.c	992
engine	false	wr_history	reference/src/save.c	1048
engine	false	savefile_save	reference/src/savefile.c	384
engine	false	savefile_get_description	reference/src/savefile.c	598
engine	false	savefile_get_panic_name	reference/src/savefile.c	671
engine	false	init_sound_sdl	reference/src/snd-sdl.c	259
engine	false	print_sound_help	reference/src/sound-core.c	431
engine	false	store_ownerbyidx	reference/src/store.c	1467
engine	false	square_free_trap	reference/src/trap.c	114
ui	false	textui_do_birth	reference/src/ui-birth.c	1599
ui	false	ui_init_birthstate_handlers	reference/src/ui-birth.c	1785
ui	false	do_cmd_xxx_options	reference/src/ui-command.c	124
ui	false	do_cmd_unknown	reference/src/ui-command.c	134
ui	false	context_menu_command	reference/src/ui-context.c	953
ui	false	textui_action_menu_choose	reference/src/ui-context.c	1272
ui	false	textui_get_curse	reference/src/ui-curse.c	156
ui	false	allow_animations	reference/src/ui-display.c	1476
ui	false	disallow_animations	reference/src/ui-display.c	1484
ui	false	idle_update	reference/src/ui-display.c	1501
ui	false	toggle_inven_equip	reference/src/ui-display.c	1775
ui	false	subwindows_set_flags	reference/src/ui-display.c	2371
ui	false	init_display	reference/src/ui-display.c	2887
ui	false	textui_get_effect_from_list	reference/src/ui-effect.c	162
ui	false	ui_entry_combiner_get_funcs	reference/src/ui-entry-combiner.c	140
ui	false	ui_entry_renderer_get_min_index	reference/src/ui-entry-renderers.c	188
ui	false	ui_entry_renderer_get_index_limit	reference/src/ui-entry-renderers.c	201
ui	false	ui_entry_renderer_get_name	reference/src/ui-entry-renderers.c	212
ui	false	ui_entry_renderer_query_value_width	reference/src/ui-entry-renderers.c	246
ui	false	ui_entry_renderer_query_combined_width	reference/src/ui-entry-renderers.c	265
ui	false	ui_entry_renderer_query_combiner	reference/src/ui-entry-renderers.c	288
ui	false	ui_entry_renderer_customize	reference/src/ui-entry-renderers.c	331
ui	false	ui_entry_renderer_get_colors	reference/src/ui-entry-renderers.c	381
ui	false	ui_entry_renderer_get_label_colors	reference/src/ui-entry-renderers.c	401
ui	false	ui_entry_renderer_get_symbols	reference/src/ui-entry-renderers.c	420
ui	false	bind_object_property_to_ui_entry_by_name	reference/src/ui-entry.c	212
ui	false	bind_player_ability_to_ui_entry_by_name	reference/src/ui-entry.c	269
ui	false	ui_entry_has_category	reference/src/ui-entry.c	315
ui	false	initialize_ui_entry_iterator_const	reference/src/ui-entry.c	459
ui	false	release_ui_entry_iterator	reference/src/ui-entry.c	528
ui	false	reset_ui_entry_iterator	reference/src/ui-entry.c	539
ui	false	count_ui_entry_iterator	reference/src/ui-entry.c	549
ui	false	advance_ui_entry_iterator	reference/src/ui-entry.c	559
ui	false	get_ui_entry_combiner_index	reference/src/ui-entry.c	571
ui	false	get_ui_entry_renderer_index	reference/src/ui-entry.c	581
ui	false	release_cached_object_data	reference/src/ui-entry.c	1179
ui	false	release_cached_player_data	reference/src/ui-entry.c	1188
ui	false	keycode_find_code	reference/src/ui-event.c	67
ui	false	keycode_find_desc	reference/src/ui-event.c	81
ui	false	keycode_isprint	reference/src/ui-event.c	95
ui	false	keypress_from_text	reference/src/ui-event.c	118
ui	false	keypress_to_text	reference/src/ui-event.c	233
ui	false	keypress_to_readable	reference/src/ui-event.c	302
ui	false	event_is_key	reference/src/ui-event.c	364
ui	false	event_is_mouse	reference/src/ui-event.c	372
ui	false	event_is_mouse_m	reference/src/ui-event.c	381
ui	false	cmd_init	reference/src/ui-game.c	374
ui	false	cmd_lookup_key_unktrl	reference/src/ui-game.c	461
ui	false	cmd_list_lookup_by_name	reference/src/ui-game.c	489
ui	false	textui_process_command	reference/src/ui-game.c	515
ui	false	textui_get_cmd	reference/src/ui-game.c	630
ui	false	check_for_player_interrupt	reference/src/ui-game.c	645
ui	false	play_game	reference/src/ui-game.c	922
ui	false	savefile_set_name	reference/src/ui-game.c	985
ui	false	savefile_name_already_used	reference/src/ui-game.c	1016
ui	false	save_game_checked	reference/src/ui-game.c	1046
ui	false	got_savefile	reference/src/ui-game.c	1203
ui	false	got_savefile_dir	reference/src/ui-game.c	1278
ui	false	get_savefile_details	reference/src/ui-game.c	1291
ui	false	cleanup_savefile_getter	reference/src/ui-game.c	1300
ui	false	inkey_ex	reference/src/ui-input.c	166
ui	false	inkey_m	reference/src/ui-input.c	357
ui	false	bell_message	reference/src/ui-input.c	600
ui	false	message_flush	reference/src/ui-input.c	612
ui	false	clear_from	reference/src/ui-input.c	644
ui	false	askfor_aux_keypress	reference/src/ui-input.c	662
ui	false	askfor_aux_mouse	reference/src/ui-input.c	831
